parent_name,utility_name,respondent_id,year,rate_base_actual,equity_actual,debt_actual,equity_ratio_actual,returns_actual,earnings_actual,interest_actual,fed_tax_expense_actual,pre_tax_net_income_actual,ROR_actual,ROE_actual,interest_rate_actual,equity_ratio,ROR,ROE,interest_rate,effective_fed_tax_rate,equity_authorized,debt_authorized,returns_authorized,earnings_authorized,interest_authorized,interest_rate_authorized
Yankee Atomic Electric Co.,Yankee Atomic Electric Co.,198,2009,843313,1589024,,,,0,,3894,-253,,,,0.4799,0.08321724,0.105,0.06275424,-15.39130435,404705.9087,438607.0913,70178.18028,42494.12041,27684.05987,0.063118131
Yankee Atomic Electric Co.,Yankee Atomic Electric Co.,198,2008,1494935,1593968,,,,0,,4723,334708,,,,0.4766,0.084009878,0.105000401,0.063134494,0.014110807,712486.021,782448.979,125589.3075,74811.3177,50777.98983,0.064896231
Yankee Atomic Electric Co.,Yankee Atomic Electric Co.,198,2007,1337338,1366053,,,,0,,-31582,288508,,,,0.475206849,0.085236615,0.107,0.065132182,-0.109466635,635512.1773,701825.8227,113990.1646,67999.80297,45990.36164,0.065529595
York Haven Power Co.,York Haven Power Co.,199,2007,,,,,,,,,,,,,,,0,,,,,,,,
York Haven Power Co.,York Haven Power Co.,199,2006,28660771,30583155,,,1043929,1048545,,1046910,3367097,0.036423619,,,,,0,0.066009434,0.310923624,,,,,,
York Haven Power Co.,York Haven Power Co.,199,2005,28167211,28565543,,,1141421,1142598,,1166918,3273184,0.040523039,,,,,0,0.067630781,0.356508525,,,,,,
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2020,1485318391,198849413,1274372521,0.134975871,29921880,4754465.466,24498108,,6850014,0.020145095,0.023715157,0.019223663,0.134975871,0.019223663,0,0.048939384,,200482142.8,1284836248,28553260.33,0,28553260.33,0.022223268
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2019,706390082.5,194466913,504704127,0.278139256,26551251,4562450.197,20939168,,5340497,0.037587236,0.023221553,0.041488006,0.278139256,0.041488006,0,0.050011655,,196474812.1,509915270.4,29306716.19,0,29306716.19,0.057473698
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2018,658056862.4,194524694,456572084,0.298764639,26576612,4729382.118,20244221,,5570960,0.040386498,0.024055356,0.044339594,0.298764639,0.044339594,0,0.052578013,,196604121.1,461452741.3,29177974.34,0,29177974.34,0.063230688
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2017,679479930.9,189301294,482936513,0.281598702,27684864,5493293.87,21072477,,6254988,0.040744197,0.028709495,0.043634052,0.281598702,0.043634052,0,0.053785429,,191340666.7,488139264.2,29648462.75,0,29648462.75,0.060737713
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2016,658667417.3,185515525,467726920,0.283991842,27292138,5896771.357,20791960,,6484902,0.041435385,0.031524067,0.044453204,0.283991842,0.044453204,0,0.054882474,,187056172.9,471611244.5,29279876.8,0,29279876.8,0.062084772
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2015,659790156.4,181637381,473024497,0.277452204,28046846,6238786.337,21476014,,7266221,0.042508737,0.034080511,0.045401484,0.277452204,0.045401484,0,0.055887994,,183060233.1,476729923.3,29955452.05,0,29955452.05,0.062835267
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2014,677658594,176925299,496914274,0.262562939,29295472,6494766,22473305,,7299628,0.043230429,0.036502208,0.045225718,0.262562939,0.045225718,0,0.058256152,,177928032.4,499730561.6,30647596.71,0,30647596.71,0.061328242
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2013,701613862,175795865,521597086,0.25207577,29532302,6150830,23561967,,11350094,0.042091959,0.034777989,0.045172735,0.25207577,0.045172735,0,0.060144771,,176859854.4,524754007.6,31693817.14,0,31693817.14,0.060397475
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2012,715075436,166764373,546090108,0.233938872,19768384,5365453,22944194,,6348762,0.027645173,0.032073928,0.042015399,0.233938872,0.042015399,0,0.061017739,,167283940.7,547791495.3,30044180.05,0,30044180.05,0.054846014
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2011,593949147,161231426,429450318,0.272958201,22128259,5381282,9669656,,6361641,0.037256151,0.033192529,0.022516355,0.272958201,0.022516355,0,0.061885134,,162123290.4,431825856.6,13373570.1,0,13373570.1,0.030969822
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2010,472571935,161842284,307301818,0.344973502,24544585,4538887,10518195,,6210311,0.051938304,0.027841697,0.034227572,0.344973502,0.034227572,0,0.062882313,,163024795.6,309547139.4,16174989.77,0,16174989.77,0.052253721
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2009,474213047,156320597,311419847,0.334203721,26836080,6229731,18344414,,6473858,0.056590767,0.039308323,0.058905732,0.334203721,0.058905732,0,0.06275424,,158483765,315729282,27933866.59,0,27933866.59,0.088474108
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2008,529390143,153766999,369147159,0.294057823,27854161,5321365,19663478,,7226822,0.052615564,0.034183337,0.053267315,0.294057823,0.053267315,0,0.063134494,,155671313.1,373718829.9,28199191.51,0,28199191.51,0.075455635
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2007,513463615,149310436,355530304,0.295757502,25251565,1538768,22650888,,3719838,0.049178879,0.010132759,0.063710147,0.295757502,0.063710147,0,0.065132182,,151860716,361602899,32712842.49,0,32712842.49,0.090466206
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2006,522836590,150716100,364532099,0.292511648,34617397,10606523,22871399,,10876250,0.066210739,0.069352784,0.062741797,0.292511648,0.062741797,0,0.066009434,,152935792.8,369900797.2,32803707.26,0,32803707.26,0.088682445
Chugach Electric Assn Inc.,"Chugach Electric Association, Inc.",202,2005,525353450,145039152,372857786,0.280054083,31322787,8736733,21795863,,10326905,0.059622311,0.059382102,0.058456237,0.280054083,0.058456237,0,0.067630781,,147127378.6,378226071.4,30710185.63,0,30710185.63,0.081195317
Peoples Electric Coop.,Peoples Electric Coop.,206,2005,98501668,51722054,46580569,0.526151311,2597874,-225025,2815312,,5310398,0.026373909,-0.004341867,0.060439622,0.526151311,0.060439622,0,0.067630781,,51826781.79,46674886.21,5953403.616,0,5953403.616,0.127550469
"Rayburn Country Electric Coop., Inc.","Rayburn Country Electric Coop., Inc.",207,2010,276290817,19973405,256802621,0.072164505,3306467,1044037,1887604,,1814187,0.011967343,0.052363154,0.007350408,0.072164505,0.007350408,0,0.062882313,,19938390.13,256352426.9,2030850.189,0,2030850.189,0.007922102
"Rayburn Country Electric Coop., Inc.","Rayburn Country Electric Coop., Inc.",207,2009,37856381,18470196,19424778,0.4874049,2026260,376226,1120109,,1527250,0.053524926,0.020390122,0.057663928,0.4874049,0.057663928,0,0.06275424,,18451385.58,19404995.42,2182947.628,0,2182947.628,0.112494107
"Rayburn Country Electric Coop., Inc.","Rayburn Country Electric Coop., Inc.",207,2008,37256194,17292683,20134958,0.462029734,1885120,-4498,1157597,,1570300,0.050598835,-0.000261307,0.0574919,0.462029734,0.0574919,0,0.063134494,,17213469.39,20042724.61,2141929.395,0,2141929.395,0.106868175
"Rayburn Country Electric Coop., Inc.","Rayburn Country Electric Coop., Inc.",207,2007,36463667,15897777,20837729,0.432763251,1527667,-604092,1192588,,1640332,0.041895594,-0.038281802,0.057232148,0.432763251,0.057232148,0,0.065132182,,15780135.07,20683531.93,2086894.004,0,2086894.004,0.100896404
"Rayburn Country Electric Coop., Inc.","Rayburn Country Electric Coop., Inc.",207,2006,35787048,14659209,21496609,0.40544537,2436708,973457,1200579,,1662662,0.068089103,0.067090117,0.055849692,0.40544537,0.055849692,0,0.066009434,,14509692.91,21277355.09,1998695.622,0,1998695.622,0.093935342
"Rayburn Country Electric Coop., Inc.","Rayburn Country Electric Coop., Inc.",207,2005,37306916,13235588,22132537,0.374223626,2221380,952464,1059511,,1471383,0.059543383,0.068222561,0.047871195,0.374223626,0.047871195,0,0.067630781,,13961129.4,23345786.6,1785926.66,0,1785926.66,0.076498886
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2020,14467502263,8065432086,7257840585,0.526351796,987779668,721176594.2,291320498,-683460303,405806225,0.068275757,0.094704792,0.040138729,0.508639219,0.073804401,0.102360592,0.044244047,-1.684203595,7358739048,7108763215,1067765341,753244885.8,314520454.7,0.044244047
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2019,13794444781,7239780409,7259115141,0.499333234,876653342,641699211,272766156,-486949285,563525049,0.063551187,0.093161572,0.037575676,0.508639219,0.073804401,0.102360592,0.044244047,-0.864112937,7016395616,6778049165,1018090736,718202409.4,299888326.7,0.044244047
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2018,11279075387,6446439214,5414841795,0.543485919,750268193,560988788.4,219846878,-277695712,567211220,0.06651859,0.091515021,0.040600794,0.508639219,0.073804401,0.102360592,0.044244047,-0.489580781,5736980093,5542095294,832445404.4,587240679,245204725.4,0.044244047
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2017,10209093748,5764286327,5072211609,0.531932582,692384602,509605784.4,207616552,-477118940,554260941,0.067820378,0.093840554,0.040932155,0.508639219,0.073804401,0.102360592,0.044244047,-0.860820066,5192745468,5016348280,753476050.3,531532500.6,221943549.7,0.044244047
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2016,8941325253,5159743982,4324466757,0.544035147,633629254,466888888.9,191119295,-472767691,536960504,0.070865251,0.095980871,0.044194881,0.508639219,0.073804401,0.102360592,0.044244047,-0.880451518,4547908691,4393416562,659909155.7,465526626.3,194382529.4,0.044244047
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2015,8355000001,4705234948,4295601973,0.522755271,527239293,375286179.9,169793628,-415259242,450001122,0.063104643,0.085924635,0.039527319,0.508639219,0.073804401,0.102360592,0.044244047,-0.922796015,4249680673,4105319328,616635771.7,434999829.8,181635941.8,0.044244047
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2014,7473797606,4249797249,4055779960,0.51167994,452329246,309966427.6,161784572,-413460003,437160380,0.060522009,0.08105409,0.039889879,0.524480693,0.093954534,0.11214523,0.07389085,-0.945785624,3919862546,3553935060,702197167.9,439593885.4,262603282.4,0.07389085
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2013,6927776098,3845512254,3551861936,0.519848281,391221510,261361597.1,124262799,-193755272,366872070,0.056471443,0.072572372,0.034985256,0.524480693,0.093954534,0.11214523,0.07389085,-0.528127617,3633484807,3294291291,650895971.8,407477988.2,243417983.6,0.07389085
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2012,6433810244,3634417167,3257264960,0.527362856,393188826,270345864.2,120972970,-259672041,372288496,0.061112904,0.079678646,0.037139432,0.524480693,0.093954534,0.11214523,0.07389085,-0.697502189,3374409254,3059400990,604485640.4,378423900.8,226061739.7,0.07389085
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2011,5934310104,3270968313,3113814008,0.512306943,353702124,220008490,150972823,-484801327,418090578,0.059602905,0.072366732,0.048484856,0.524480693,0.093954534,0.11214523,0.07389085,-1.159560518,3112431074,2821879029,557555337.7,349044297.6,208511040.1,0.07389085
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2010,5376780185,2957217203,2863787737,0.508025201,399359015,261512679.6,151667140,-155696906,417349348,0.074274752,0.09573819,0.052960329,0.524480693,0.093954534,0.11214523,0.07389085,-0.373061338,2820017397,2556762789,505172874.3,316251498.6,188921375.7,0.07389085
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2009,5380922531,2959632419,2863292573,0.508272462,407644319,269334355.4,152084143,-198938946,428118437,0.075757329,0.098477822,0.053115125,0.524480693,0.093954534,0.11214523,0.07389085,-0.464682034,2822189977,2558732554,505562066.5,316495143.1,189066923.4,0.07389085
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2008,5052701163,2599558766,2862797408,0.475904295,382540006,256230563.8,151375257,-97281409,571172353,0.07571,0.106558401,0.052876692,0.524480693,0.093954534,0.11214523,0.07389085,-0.170318834,2650044206,2402656957,474724180.9,297189816.1,177534364.8,0.07389085
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2007,4382741081,2318246751,2468430830,0.484312284,309419336,210777533,120058308,78154188,554226432,0.070599502,0.099300862,0.048637501,0.524480693,0.093954534,0.11214523,0.07389085,0.141014906,2298663078,2084078002,411778393.9,257784098.8,153994295.1,0.07389085
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2006,3440248718,1981108445,1819810897,0.521218228,260524734,183249672,90134196,90725426,482473815,0.075728459,0.10219597,0.04952943,0.524480693,0.093954534,0.11214523,0.07389085,0.188042176,1804344031,1635904687,323226963.5,202348575.7,120878387.8,0.07389085
"Berkshire Hathaway, Inc.",MidAmerican Energy Co.,210,2005,3036142081,1775211319,1630066599,0.521311729,234037604,166761700.1,76072312,90093928,431763500,0.077083877,0.105360234,0.046668223,0.524480693,0.093954534,0.11214523,0.07389085,0.208664994,1592397902,1443744179,285259313,178579828.4,106679484.6,0.07389085
Valtec Power,"Black Creek Hydro, Inc.",211,2008,5562483,5562483,,,13560,13560,,7575,-349927,0.00243776,,,,,0,0.063134494,-0.021647372,,,,,,
Valtec Power,"Black Creek Hydro, Inc.",211,2007,8068681,5404548,,,125943,125943,,-52340,-185772,0.015608871,,,,,0,0.065132182,0.281743212,,,,,,
Valtec Power,"Black Creek Hydro, Inc.",211,2005,5935069,5935069,,,-144544,-144544,,-77831,-114483,-0.024354224,,,,,0,0.067630781,0.679847663,,,,,,
Midwest Energy Inc.,Midwest Energy Inc.,213,2020,462610850,249796258,327556653,0.432657831,24472809,12224127.11,15971732,,24983057,0.052901502,0.061074156,0.048760212,0.432657831,0.048760212,0,0.048939384,,200152206.8,262458643.2,22557003.34,0,22557003.34,0.085944982
Midwest Energy Inc.,Midwest Energy Inc.,213,2019,483904214.9,240171531,337401618,0.415828768,27382590,15571002.82,16018742,,27617512,0.056586798,0.07738248,0.047476779,0.415828768,0.047476779,0,0.050011655,,201221293.5,282682921.4,22974213.39,0,22974213.39,0.081272025
Midwest Energy Inc.,Midwest Energy Inc.,213,2012,342688493.3,160596422,243875724,0.39705187,23607624,13954483.42,13100484,,24012915,0.068889456,0.102557399,0.053717868,0.39705187,0.053717868,0,0.061017739,,136065107.2,206623386.2,18408495.32,0,18408495.32,0.089092022
Midwest Energy Inc.,Midwest Energy Inc.,213,2011,328175159,146041210,247257614,0.37132379,21519486,11549411.85,13215286,,21735136,0.065573172,0.094776658,0.053447438,0.37132379,0.053447438,0,0.061885134,,121859243.9,206315915.1,17540121.47,0,17540121.47,0.085015843
Midwest Energy Inc.,Midwest Energy Inc.,213,2010,312855470.6,133486705,245391633,0.352320763,21061147,10378000.6,13213256,,19795264,0.067319095,0.094152466,0.053845585,0.352320763,0.053845585,0,0.062882313,,110225478,202629992.6,16845885.79,0,16845885.79,0.083136191
Midwest Energy Inc.,Midwest Energy Inc.,213,2009,276950852.4,122006136,216042566,0.360912896,16764812,6738288.325,13251763,,15386826,0.060533527,0.067413129,0.061338667,0.360912896,0.061338667,0,0.06275424,,99955134.17,176995718.2,16987796.09,0,16987796.09,0.095978571
Midwest Energy Inc.,Midwest Energy Inc.,213,2008,259795815,113669723,206733767,0.354770552,13356167,5382245.49,12107975,,14434444,0.051410247,0.058396093,0.05856796,0.354770552,0.05856796,0,0.063134494,,92167904.67,167627910.3,15215710.9,0,15215710.9,0.090770749
Midwest Energy Inc.,Midwest Energy Inc.,213,2007,206958939.2,105545796,157781431,0.400816115,10127063,4225754.52,9198566,,14182726,0.048932716,0.050941872,0.058299421,0.400816115,0.058299421,0,0.065132182,,82952477.9,124006461.3,12065586.23,0,12065586.23,0.097298045
Midwest Energy Inc.,Midwest Energy Inc.,213,2006,166643081.7,97926627,128122153,0.433210155,12702159,6592763.932,7945397,,13807613,0.07622374,0.091323303,0.062014233,0.433210155,0.062014233,0,0.066009434,,72191475.22,94451606.44,10334242.83,0,10334242.83,0.109413098
Midwest Energy Inc.,Midwest Energy Inc.,213,2005,161342065.1,91383345,129968936,0.412841217,10491594,4607161.113,7928617,,10782577,0.065027022,0.069167605,0.061003939,0.412841217,0.061003939,0,0.067630781,,66608654.44,94733410.62,9842501.441,0,9842501.441,0.103896834
Sempra,"Newcorp Resources Electric Coop., Inc.",215,2009,39771323,34305784,,,3134233,3134233,,1705118,5173120,0.078806355,,,,,0,0.06275424,0.329611144,,,,,,
Sempra,"Newcorp Resources Electric Coop., Inc.",215,2008,38990820,35085150,,,3253042,3251837,1205,1675217,5245987,0.083430972,,,,,0,0.063134494,0.319333044,,,,,,
Sempra,"Newcorp Resources Electric Coop., Inc.",215,2007,61215823,35372257,,,2924070,2923858,212,1525636,4793246,0.047766572,,,,,0,0.065132182,0.318288692,,,,,,
Sempra,"Newcorp Resources Electric Coop., Inc.",215,2006,58719140,35423398,,,2421275,1075887,,1088513,2623167,0.041234851,,,,,0,0.066009434,0.414961381,,,,,,
Sempra,"Newcorp Resources Electric Coop., Inc.",215,2005,44537442,44711611,,,2576665,2510283,,2907298,4630557,0.057853906,,,,,0,0.067630781,0.627850602,,,,,,
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2020,209823635,116434462,108585816,0.517439864,34144654,23901038,10243616,,29356479,0.162730257,0.220141779,0.094336594,0.517439864,0.094336594,0,0.048939384,,108571113.1,101252521.9,19794046.99,0,19794046.99,0.195491891
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2019,211398547,93127816,131469134,0.41464417,43548206,32065362,10877859,,51340571,0.206000498,0.365812537,0.082740782,0.41464417,0.082740782,0,0.050011655,,87655175.14,123743371.9,17491281.16,0,17491281.16,0.141351257
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2018,200278646,53006211,161194949,0.247459962,57882803,-37253615,93975865,,-37050367,0.289011356,-0.751672796,0.582995097,0.247459962,0.582995097,0,0.052578013,,49560946.21,150717699.8,116761468.7,0,116761468.7,0.774703097
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2017,213315284,89431766,137302969,0.39443346,50355681,24212891,25077539,,26401588,0.236062227,0.287773583,0.182643822,0.39443346,0.182643822,0,0.053785429,,84138685.51,129176598.5,38960718.71,0,38960718.71,0.30160818
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2016,212555128,63178696,162486518,0.279966482,15034732,-13018589,27057448,,-3202750,0.07073333,-0.218769256,0.166521188,0.279966482,0.166521188,0,0.054882474,,59508311.35,153046816.7,35394932.42,0,35394932.42,0.231268661
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2015,231220977,67949807,175225381,0.279427385,42590138,12852162,28807796,,16251499,0.184196687,0.198920706,0.164404242,0.279427385,0.164404242,0,0.055887994,,64609473.07,166611503.9,38013709.53,0,38013709.53,0.228157772
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2014,233059892,59567317,185960969,0.242608776,10258222,-23592836,32984640,,2486036,0.04401539,-0.417259373,0.177373995,0.242608776,0.177373995,0,0.058256152,,56542375.19,176517516.8,41338764.14,0,41338764.14,0.234190719
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2013,267971234,60830282,221461936,0.215486925,10594957,-20631344,30709934,,-2524966,0.039537665,-0.357287992,0.13866913,0.215486925,0.13866913,0,0.060144771,,57744297.2,210226936.8,37159337.89,0,37159337.89,0.176758214
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2012,308013331,71117635,252267100,0.219916487,5768882,-24906981,30296045,,617630,0.018729326,-0.367700132,0.12009511,0.219916487,0.12009511,0,0.061017739,,67737209.83,240276121.2,36990894.72,0,36990894.72,0.153951606
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2011,329423458,80953194,263777330,0.234830363,10202062,-18350761,29462811,,2455489,0.030969446,-0.237216726,0.111695766,0.234830363,0.111695766,0,0.061885134,,77358630.14,252064827.9,36795205.57,0,36795205.57,0.145975168
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2010,345879841,87154165,275516294,0.24031228,20004947,-12322072,30988935,,7978989,0.057837852,-0.148245844,0.11247587,0.24031228,0.11247587,0,0.062882313,,83119173.3,262760667.7,38903136.2,0,38903136.2,0.148055402
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2009,356175077,83088673,285920939,0.22516669,12229666,-18800323,30557640,,-3812774,0.034336108,-0.234421608,0.106874439,0.22516669,0.106874439,0,0.06275424,,80198763.23,275976313.8,38066011.6,0,38066011.6,0.137932169
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2008,366857311,93284944,285644886,0.246179996,24751712,-603418,25329651,,17588898,0.067469589,-0.006681413,0.088675318,0.246179996,0.088675318,0,0.063134494,,90312931.32,276544379.7,32531188.58,0,32531188.58,0.117634604
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2007,380385420,86468685,306810720,0.219865785,725246,-25059957,25739183,,-8148984,0.001906608,-0.299639324,0.083892711,0.219865785,0.083892711,0,0.065132182,,83633738.87,296751681.1,31911564.03,0,31911564.03,0.107536254
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2006,400992771,96962276,318334596,0.23347702,22004821,-10834328,32839149,,17208018,0.054875855,-0.115723429,0.103159221,0.23347702,0.103159221,0,0.066009434,,93622597.13,307370173.9,41366101.96,0,41366101.96,0.134580729
Deseret Generation & Tran Coop.,Deseret Generation & Transmission Coop.,226,2005,398226235,86132371,326347462,0.208815957,28993418,-3000449,31933243,,-6064031,0.072806399,-0.036082174,0.097850441,0.208815957,0.097850441,0,0.067630781,,83155992.3,315070242.7,38966612.62,0,38966612.62,0.123675953
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2020,861507372,217872710,644062396,0.252771593,42342989,17606588,25528017,,33902488,0.049149886,0.080851473,0.039635938,0.252771593,0.039635938,0,0.048939384,,217764591,643742781,34146652.52,0,34146652.52,0.053043939
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2019,806046043,215374009,591019353,0.267083063,40804360,16904729,24222553,,32510056,0.050622865,0.078523928,0.040984365,0.267083063,0.040984365,0,0.050011655,,215281246,590764797,33035285.39,0,33035285.39,0.055919523
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2018,709909356,213305092,494631546,0.301305344,39740332,19136799,20739511,,34128136,0.055979445,0.089466317,0.041929212,0.301305344,0.041929212,0,0.052578013,,213899482.5,496009873.5,29765939.95,0,29765939.95,0.060010781
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2017,680497515,208207983,472299160,0.305960026,38176241,18058049,20504835,,32291791,0.056100486,0.086732047,0.04341493,0.305960026,0.04341493,0,0.053785429,,208205037.2,472292477.8,29543752.02,0,29543752.02,0.062553933
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2016,664828799,204773026,460118367,0.307979661,42958863,26764762,20968490,,38412244,0.064616429,0.130716835,0.045571947,0.307979661,0.045571947,0,0.054882474,,204753748.3,460075050.7,30297543.03,0,30297543.03,0.06585348
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2015,685036936,201600907,483331608,0.294336891,41026619,22423433,19020655,,33338041,0.059889645,0.111209891,0.03935322,0.294336891,0.03935322,0,0.055887994,,201631642,483405294,26958409.11,0,26958409.11,0.055767716
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2014,581719031,180851397,401981438,0.3102972,34809622,15512880,19331635,,27023055,0.059839235,0.085941178,0.048090865,0.3102972,0.048090865,0,0.058256152,,180505786.7,401213244.3,27975371.29,0,27975371.29,0.069726939
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2013,595198117,172184278,423932152,0.288843369,34542763,20794020,14201116,,29970300,0.05803574,0.120952405,0.033498559,0.288843369,0.033498559,0,0.060144771,,171919029.4,423279087.6,19938278.95,0,19938278.95,0.047104333
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2012,452981764,154063110,299527441,0.33965238,33274373,19511931,14242276,,26797166,0.073456319,0.12681916,0.047549153,0.33965238,0.047549153,0,0.061017739,,153856334,299125430,21538899.02,0,21538899.02,0.072006245
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2011,426602553,136014158,291250565,0.318336972,25195890,11549731,13758585,,17016310,0.059061742,0.085047458,0.047239685,0.318336972,0.047239685,0,0.061885134,,135803364.8,290799188.2,20152570.3,0,20152570.3,0.069300642
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2010,392747546,126324243,266734200,0.321387939,16175909,4856579,11591279,,-10521236,0.041186531,0.038475777,0.043456291,0.321387939,0.043456291,0,0.062882313,,126224324.5,266523221.5,17067351.63,0,17067351.63,0.064037015
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2009,273062856,143209975,129898015,0.524371239,16371565,11387878,4498650,,16844461,0.059955298,0.079531892,0.034632169,0.524371239,0.034632169,0,0.06275424,,143186308,129876548,9456758.959,0,9456758.959,0.072813446
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2008,200825780,129828493,71000452,0.646463053,20182210,15605866,4115259,,20321177,0.100496112,0.1202056,0.057961025,0.646463053,0.057961025,0,0.063134494,,129826446.9,70999333.06,11640068.13,0,11640068.13,0.163946162
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2007,197206327,116248863,81005174,0.589335786,20800631,16199467,4601164,,18487833,0.105476489,0.13938533,0.056800866,0.589335786,0.056800866,0,0.065132182,,116220745.8,80985581.21,11201490.07,0,11201490.07,0.138314622
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2006,193483030,106120622,90570405,0.539529554,20061629,15227216,4834413,,20899408,0.103686763,0.145868793,0.053377403,0.539529554,0.053377403,0,0.066009434,,104389812.8,89093217.19,10327621.65,0,10327621.65,0.115919281
Wolverine Power Supply Coop.,"Wolverine Power Supply Coop., Inc.",227,2005,177650370,91501983,89077779,0.50671228,23311974,18493407,4818567,,20494222,0.131223898,0.20544207,0.054093928,0.50671228,0.054093928,0,0.067630781,,90017624.1,87632745.9,9609806.396,0,9609806.396,0.109659994
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2020,380594185,216525102,169448873,0.560983683,23374515,15013228,8146879,,28639523,0.061415849,0.070317222,0.048078685,0.5002,0.073849271,0.097625938,0.048939384,,190373211.3,190220973.7,28106603.07,18585363.26,9521239.81,0.050053575
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2019,356843148,188044652,175191977,0.517691876,15686689,7471070,8373621,,18791740,0.043959619,0.040442137,0.047796829,0.5003,0.0747,0.098042596,0.050011655,,178528626.9,178314521.1,26656183.16,17503409.98,9152773.176,0.051329376
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2018,335696821,162381975,180758251,0.473223373,13215152,4776891,8572717,,7476075,0.03936633,0.030069895,0.047426421,0.5,0.0755,0.098540907,0.052578013,,167848410.5,167848410.5,25345109.99,16539934.64,8805175.35,0.052459093
California Independent System Operator Corp.,California Independent System Operator Corp.,229,2017,331059961,152935297,186137004,0.451040373,25637571,17133234,8766425,,20402037,0.077440869,0.11474064,0.047096627,0.499828014,0.076314073,0.0996,0.053785429,,165473043,165586918,25264534.12,16481115.08,8783419.039,0.05304416
