utility_name,respondent_id,year,customer_id,customer_name,customers,sales,revenues
Arizona Public Service Co.,7,2011,6,residential,994244,13290230,1543136337
Arizona Public Service Co.,7,2011,1,sales_for_resale,46,3433100,165945037
Arizona Public Service Co.,7,2010,2,commercial,120372,12361364,1248874206
Arizona Public Service Co.,7,2010,3,industrial,3784,2170083,170263961
Arizona Public Service Co.,7,2010,8,public_authorities,163,2773,165540
Arizona Public Service Co.,7,2010,4,public_street_and_highway_lighting,1001,139743,21234479
Arizona Public Service Co.,7,2010,5,rate_refunds,3882,,595116
Arizona Public Service Co.,7,2010,6,residential,989989,13035500,1504036925
Arizona Public Service Co.,7,2010,1,sales_for_resale,51,4168242,210628442
Arizona Public Service Co.,7,2009,2,commercial,120305,12615825,1267582664
Arizona Public Service Co.,7,2009,3,industrial,3857,2213433,179857922
Arizona Public Service Co.,7,2009,8,public_authorities,162,2976,188851
Arizona Public Service Co.,7,2009,4,public_street_and_highway_lighting,918,126965,19000190
Arizona Public Service Co.,7,2009,5,rate_refunds,3882,,833162
Arizona Public Service Co.,7,2009,6,residential,983539,13214097,1495277270
Arizona Public Service Co.,7,2009,1,sales_for_resale,48,4106209,198509852
Arizona Public Service Co.,7,2008,2,commercial,118945,12870469,1233782730
Arizona Public Service Co.,7,2008,3,industrial,3933,2422055,192126835
Arizona Public Service Co.,7,2008,8,public_authorities,164,3206,179954
Arizona Public Service Co.,7,2008,4,public_street_and_highway_lighting,919,129843,18811381
Arizona Public Service Co.,7,2008,5,rate_refunds,3882,,-1428277
Arizona Public Service Co.,7,2008,6,residential,977944,13368015,1455076142
Arizona Public Service Co.,7,2008,1,sales_for_resale,51,4471391,306681619
Arizona Public Service Co.,7,2007,2,commercial,115304,12850891,1160164052
Arizona Public Service Co.,7,2007,3,industrial,3929,2422132,177285204
Arizona Public Service Co.,7,2007,8,public_authorities,170,3197,160269
Arizona Public Service Co.,7,2007,4,public_street_and_highway_lighting,912,123620,17031256
Arizona Public Service Co.,7,2007,6,residential,966013,13771481,1418315245
Arizona Public Service Co.,7,2007,1,sales_for_resale,60,4398481,248595467
Arizona Public Service Co.,7,2006,2,commercial,110547,12348200,1051659920
Arizona Public Service Co.,7,2006,3,industrial,3871,2500271,172192321
Arizona Public Service Co.,7,2006,8,public_authorities,182,3341,155137
Arizona Public Service Co.,7,2006,4,public_street_and_highway_lighting,831,124624,15650769
Arizona Public Service Co.,7,2006,6,residential,936464,12993961,1270521422
Arizona Public Service Co.,7,2006,1,sales_for_resale,77,12044245,620045729
Arizona Public Service Co.,7,2005,2,commercial,106374,11726801,881429995
Arizona Public Service Co.,7,2005,3,industrial,3794,2411309,147229984
Arizona Public Service Co.,7,2005,8,public_authorities,191,3570,132788
Arizona Public Service Co.,7,2005,4,public_street_and_highway_lighting,809,112330,13070372
Arizona Public Service Co.,7,2005,6,residential,896472,12223576,1079222331
Arizona Public Service Co.,7,2005,1,sales_for_resale,78,19822292,1028339462
"Entergy Arkansas, LLC",8,2020,2,commercial,95618,5355907,464536164
"Entergy Arkansas, LLC",8,2020,3,industrial,23484,7585645,460450312
"Entergy Arkansas, LLC",8,2020,8,public_authorities,27,143748,8757217
"Entergy Arkansas, LLC",8,2020,4,public_street_and_highway_lighting,650,79156,9211183
"Entergy Arkansas, LLC",8,2020,5,rate_refunds,3882,,-631881
"Entergy Arkansas, LLC",8,2020,6,residential,598507,7583733,838066363
"Entergy Arkansas, LLC",8,2020,1,sales_for_resale,1,5856219,173115304
"Entergy Arkansas, LLC",8,2019,2,commercial,95059,5821554,535175342
"Entergy Arkansas, LLC",8,2019,3,industrial,23141,7758890,517723622
"Entergy Arkansas, LLC",8,2019,8,public_authorities,142,161474,11035793
"Entergy Arkansas, LLC",8,2019,4,public_street_and_highway_lighting,644,80045,9672188
"Entergy Arkansas, LLC",8,2019,5,rate_refunds,3882,,-625181
"Entergy Arkansas, LLC",8,2019,6,residential,594094,7996195,787795903
"Entergy Arkansas, LLC",8,2019,1,sales_for_resale,1,9385273,257863900
"Entergy Arkansas, LLC",8,2018,2,commercial,94282,5966520,421308284
"Entergy Arkansas, LLC",8,2018,3,industrial,23692,8071339,430643076
"Entergy Arkansas, LLC",8,2018,8,public_authorities,142,160768,8919951
"Entergy Arkansas, LLC",8,2018,4,public_street_and_highway_lighting,618,78120,7511597
"Entergy Arkansas, LLC",8,2018,5,rate_refunds,3882,,-711151
"Entergy Arkansas, LLC",8,2018,6,residential,593204,8248061,799041030
"Entergy Arkansas, LLC",8,2018,1,sales_for_resale,1,8220184,248860570
"Entergy Arkansas, LLC",8,2017,2,commercial,93566,5824752,491248189
"Entergy Arkansas, LLC",8,2017,3,industrial,23426,7528301,468307788
"Entergy Arkansas, LLC",8,2017,8,public_authorities,135,158595,9855121
"Entergy Arkansas, LLC",8,2017,4,public_street_and_highway_lighting,623,78392,8853802
"Entergy Arkansas, LLC",8,2017,5,rate_refunds,3882,,-430419
"Entergy Arkansas, LLC",8,2017,6,residential,591113,7298416,761280444
"Entergy Arkansas, LLC",8,2017,1,sales_for_resale,1,8331076,249028378
"Entergy Arkansas, LLC",8,2016,2,commercial,92791,5988103,491226740
"Entergy Arkansas, LLC",8,2016,3,industrial,23858,6795449,441955479
"Entergy Arkansas, LLC",8,2016,8,public_authorities,94,159365,9627484
"Entergy Arkansas, LLC",8,2016,4,public_street_and_highway_lighting,612,78026,8716905
"Entergy Arkansas, LLC",8,2016,5,rate_refunds,3882,,-504614
"Entergy Arkansas, LLC",8,2016,6,residential,589524,7618443,782206823
"Entergy Arkansas, LLC",8,2016,1,sales_for_resale,1,8724404,167148618
"Entergy Arkansas, LLC",8,2015,2,commercial,91614,6019807,510880158
"Entergy Arkansas, LLC",8,2015,3,industrial,23797,6888953,473819660
"Entergy Arkansas, LLC",8,2015,8,public_authorities,65,157311,10231655
"Entergy Arkansas, LLC",8,2015,4,public_street_and_highway_lighting,635,77849,9485063
"Entergy Arkansas, LLC",8,2015,5,rate_refunds,3882,,-159064
"Entergy Arkansas, LLC",8,2015,6,residential,588067,8016308,816388100
"Entergy Arkansas, LLC",8,2015,1,sales_for_resale,3,10219229,323571357
"Entergy Arkansas, LLC",8,2014,2,commercial,90730,5933527,457018130
"Entergy Arkansas, LLC",8,2014,3,industrial,23648,6808335,420727723
"Entergy Arkansas, LLC",8,2014,8,public_authorities,56,160115,9219761
"Entergy Arkansas, LLC",8,2014,4,public_street_and_highway_lighting,635,77408,8987414
"Entergy Arkansas, LLC",8,2014,5,rate_refunds,3882,,1395135
"Entergy Arkansas, LLC",8,2014,6,residential,586023,8069921,746943385
"Entergy Arkansas, LLC",8,2014,1,sales_for_resale,3,10301475,412805009
"Entergy Arkansas, LLC",8,2013,2,commercial,90045,5928538,465304811
"Entergy Arkansas, LLC",8,2013,3,industrial,23001,6768840,429603036
"Entergy Arkansas, LLC",8,2013,8,public_authorities,48,163540,9832959
"Entergy Arkansas, LLC",8,2013,4,public_street_and_highway_lighting,635,77166,9264512
"Entergy Arkansas, LLC",8,2013,5,rate_refunds,3882,,-576368
"Entergy Arkansas, LLC",8,2013,6,residential,585378,7921078,764681554
"Entergy Arkansas, LLC",8,2013,1,sales_for_resale,13,8929794,429141267
"Entergy Arkansas, LLC",8,2012,2,commercial,89371,6045688,467676038
"Entergy Arkansas, LLC",8,2012,3,industrial,22580,6925238,436000696
"Entergy Arkansas, LLC",8,2012,8,public_authorities,49,179083,10472510
"Entergy Arkansas, LLC",8,2012,4,public_street_and_highway_lighting,634,77888,9200362
"Entergy Arkansas, LLC",8,2012,5,rate_refunds,3882,,144601
"Entergy Arkansas, LLC",8,2012,6,residential,584560,7858973,758155930
"Entergy Arkansas, LLC",8,2012,1,sales_for_resale,12,9019385,369322249
"Entergy Arkansas, LLC",8,2011,2,commercial,88777,6050806,445469025
"Entergy Arkansas, LLC",8,2011,3,industrial,21969,7028951,417873309
"Entergy Arkansas, LLC",8,2011,8,public_authorities,43,197611,10795610
"Entergy Arkansas, LLC",8,2011,4,public_street_and_highway_lighting,630,77663,8788723
"Entergy Arkansas, LLC",8,2011,5,rate_refunds,3882,,-21280
"Entergy Arkansas, LLC",8,2011,6,residential,583978,8228536,747939071
"Entergy Arkansas, LLC",8,2011,1,sales_for_resale,8,8196829,375126618
"Entergy Arkansas, LLC",8,2010,2,commercial,88348,6143558,440411583
"Entergy Arkansas, LLC",8,2010,3,industrial,22112,7081926,413995947
"Entergy Arkansas, LLC",8,2010,8,public_authorities,47,198996,10595894
"Entergy Arkansas, LLC",8,2010,4,public_street_and_highway_lighting,625,78065,8903531
"Entergy Arkansas, LLC",8,2010,5,rate_refunds,3882,,480441
"Entergy Arkansas, LLC",8,2010,6,residential,582980,8500577,771411336
"Entergy Arkansas, LLC",8,2010,1,sales_for_resale,10,8702965,379893735
"Entergy Arkansas, LLC",8,2009,2,commercial,87712,5817073,474543137
"Entergy Arkansas, LLC",8,2009,3,industrial,21558,6375865,433320952
"Entergy Arkansas, LLC",8,2009,8,public_authorities,39,191805,12052874
"Entergy Arkansas, LLC",8,2009,4,public_street_and_highway_lighting,617,77166,9678381
"Entergy Arkansas, LLC",8,2009,5,rate_refunds,3882,,383947
"Entergy Arkansas, LLC",8,2009,6,residential,580574,7464428,768500399
"Entergy Arkansas, LLC",8,2009,1,sales_for_resale,15,11610812,456591336
"Entergy Arkansas, LLC",8,2008,2,commercial,87141,5875401,462598685
"Entergy Arkansas, LLC",8,2008,3,industrial,21889,7211475,461485610
"Entergy Arkansas, LLC",8,2008,8,public_authorities,30,195967,11635779
"Entergy Arkansas, LLC",8,2008,4,public_street_and_highway_lighting,607,76929,9407392
"Entergy Arkansas, LLC",8,2008,5,rate_refunds,3882,,1057265
"Entergy Arkansas, LLC",8,2008,6,residential,579303,7678130,755779859
"Entergy Arkansas, LLC",8,2008,1,sales_for_resale,14,10048921,568150420
"Entergy Arkansas, LLC",8,2007,2,commercial,85948,5944757,408560727
"Entergy Arkansas, LLC",8,2007,3,industrial,21989,7424344,406983803
"Entergy Arkansas, LLC",8,2007,8,public_authorities,55,199869,10428207
"Entergy Arkansas, LLC",8,2007,4,public_street_and_highway_lighting,626,76680,8543819
"Entergy Arkansas, LLC",8,2007,5,rate_refunds,3882,,-1267070
"Entergy Arkansas, LLC",8,2007,6,residential,576884,7725494,689884637
"Entergy Arkansas, LLC",8,2007,1,sales_for_resale,14,9835240,458372500
"Entergy Arkansas, LLC",8,2006,2,commercial,84864,5816121,417913833
"Entergy Arkansas, LLC",8,2006,3,industrial,22222,7587188,435931123
"Entergy Arkansas, LLC",8,2006,8,public_authorities,48,197686,10813431
"Entergy Arkansas, LLC",8,2006,4,public_street_and_highway_lighting,611,75565,8576812
"Entergy Arkansas, LLC",8,2006,5,rate_refunds,3882,,207105
"Entergy Arkansas, LLC",8,2006,6,residential,573571,7655291,705998368
"Entergy Arkansas, LLC",8,2006,1,sales_for_resale,17,10607974,472508655
"Entergy Arkansas, LLC",8,2005,2,commercial,83254,5730359,347640523
"Entergy Arkansas, LLC",8,2005,3,industrial,22321,7333653,361878942
"Entergy Arkansas, LLC",8,2005,8,public_authorities,45,212317,9790726
"Entergy Arkansas, LLC",8,2005,4,public_street_and_highway_lighting,592,75406,7931041
"Entergy Arkansas, LLC",8,2005,5,rate_refunds,3882,,3267912
"Entergy Arkansas, LLC",8,2005,6,residential,566699,7653320,620327203
"Entergy Arkansas, LLC",8,2005,1,sales_for_resale,20,8657656,403089758
Atlantic City Electric Co.,9,2020,2,commercial,61516,1276646,168772699
Atlantic City Electric Co.,9,2020,3,industrial,3326,3066816,175229884
Atlantic City Electric Co.,9,2020,4,public_street_and_highway_lighting,690,47078,13565018
Atlantic City Electric Co.,9,2020,6,residential,496522,4029435,692097983
Atlantic City Electric Co.,9,2020,1,sales_for_resale,3882,902941,45651381
Atlantic City Electric Co.,9,2019,2,commercial,64141,1346166,170002527
Atlantic City Electric Co.,9,2019,3,industrial,725,3428367,180215607
Atlantic City Electric Co.,9,2019,4,public_street_and_highway_lighting,670,47151,12786001
Atlantic City Electric Co.,9,2019,6,residential,493023,3966241,658690866
Atlantic City Electric Co.,9,2019,1,sales_for_resale,3882,1157014,60269069
Atlantic City Electric Co.,9,2018,2,commercial,64013,4129259,306947639
Atlantic City Electric Co.,9,2018,3,industrial,763,797037,33452748
Atlantic City Electric Co.,9,2018,4,public_street_and_highway_lighting,652,48577,12205744
Atlantic City Electric Co.,9,2018,6,residential,489453,4184905,660698892
Atlantic City Electric Co.,9,2018,1,sales_for_resale,3882,1405137,94904164
Atlantic City Electric Co.,9,2017,2,commercial,63912,3943533,319872604
Atlantic City Electric Co.,9,2017,3,industrial,805,741851,35689437
Atlantic City Electric Co.,9,2017,4,public_street_and_highway_lighting,625,46465,12939546
Atlantic City Electric Co.,9,2017,6,residential,485990,3852704,618827614
Atlantic City Electric Co.,9,2017,1,sales_for_resale,3882,1238364,65465751
Atlantic City Electric Co.,9,2016,2,commercial,63847,4099454,344069845
Atlantic City Electric Co.,9,2016,3,industrial,859,757322,39539253
Atlantic City Electric Co.,9,2016,4,public_street_and_highway_lighting,583,48654,12796381
Atlantic City Electric Co.,9,2016,6,residential,483153,4153443,664360451
Atlantic City Electric Co.,9,2016,1,sales_for_resale,3882,1664386,80934046
Atlantic City Electric Co.,9,2015,2,commercial,63626,4108112,346998561
Atlantic City Electric Co.,9,2015,3,industrial,903,776325,40965398
Atlantic City Electric Co.,9,2015,4,public_street_and_highway_lighting,549,45341,11712466
Atlantic City Electric Co.,9,2015,6,residential,480705,4319223,690185317
Atlantic City Electric Co.,9,2015,1,sales_for_resale,3882,1976246,114980215
Atlantic City Electric Co.,9,2014,2,commercial,64685,4028234,299374158
Atlantic City Electric Co.,9,2014,3,industrial,931,887935,42886920
Atlantic City Electric Co.,9,2014,4,public_street_and_highway_lighting,526,47720,11606439
Atlantic City Electric Co.,9,2014,6,residential,479139,4087488,581862476
Atlantic City Electric Co.,9,2014,1,sales_for_resale,3882,2607616,195245487
Atlantic City Electric Co.,9,2013,2,commercial,64331,4138985,312468764
Atlantic City Electric Co.,9,2013,3,industrial,932,830169,41415779
Atlantic City Electric Co.,9,2013,4,public_street_and_highway_lighting,524,48185,10652610
Atlantic City Electric Co.,9,2013,6,residential,478131,4213308,615010257
Atlantic City Electric Co.,9,2013,1,sales_for_resale,3882,2331634,136769026
Atlantic City Electric Co.,9,2012,2,commercial,64309,4228709,309114077
Atlantic City Electric Co.,9,2012,3,industrial,942,861445,38476315
Atlantic City Electric Co.,9,2012,4,public_street_and_highway_lighting,524,48195,10317440
Atlantic City Electric Co.,9,2012,6,residential,481020,4356800,650900519
Atlantic City Electric Co.,9,2012,1,sales_for_resale,3882,1883475,94255406
Atlantic City Electric Co.,9,2011,2,commercial,64332,4252793,317815731
Atlantic City Electric Co.,9,2011,3,industrial,950,903471,42492174
Atlantic City Electric Co.,9,2011,4,public_street_and_highway_lighting,523,47351,10955556
Atlantic City Electric Co.,9,2011,6,residential,481957,4479428,663060615
Atlantic City Electric Co.,9,2011,1,sales_for_resale,3882,2465528,146057943
Atlantic City Electric Co.,9,2010,2,commercial,64214,4447838,348521402
Atlantic City Electric Co.,9,2010,3,industrial,950,996815,36287460
Atlantic City Electric Co.,9,2010,4,public_street_and_highway_lighting,523,48567,11992265
Atlantic City Electric Co.,9,2010,6,residential,481713,4691475,764958192
Atlantic City Electric Co.,9,2010,1,sales_for_resale,3882,2918838,181525781
Atlantic City Electric Co.,9,2009,2,commercial,64010,4368162,405474798
Atlantic City Electric Co.,9,2009,3,industrial,965,961663,42195176
Atlantic City Electric Co.,9,2009,4,public_street_and_highway_lighting,521,49097,11982670
Atlantic City Electric Co.,9,2009,6,residential,480740,4280494,674255004
Atlantic City Electric Co.,9,2009,1,sales_for_resale,3882,2798997,149181569
Atlantic City Electric Co.,9,2008,2,commercial,63643,4492410,489421010
Atlantic City Electric Co.,9,2008,3,industrial,974,1129043,57093767
Atlantic City Electric Co.,9,2008,4,public_street_and_highway_lighting,519,49683,11797394
Atlantic City Electric Co.,9,2008,6,residential,479875,4417607,684401380
Atlantic City Electric Co.,9,2008,1,sales_for_resale,3882,4243103,318637901
Atlantic City Electric Co.,9,2007,2,commercial,63200,4468969,475327460
Atlantic City Electric Co.,9,2007,3,industrial,982,1149391,65350699
Atlantic City Electric Co.,9,2007,4,public_street_and_highway_lighting,515,48828,11685628
Atlantic City Electric Co.,9,2007,6,residential,477429,4519536,662757084
Atlantic City Electric Co.,9,2007,1,sales_for_resale,3882,4131131,270964005
Atlantic City Electric Co.,9,2006,2,commercial,62788,4388046,440984768
Atlantic City Electric Co.,9,2006,3,industrial,996,1220043,67906958
Atlantic City Electric Co.,9,2006,4,public_street_and_highway_lighting,512,47306,11466087
Atlantic City Electric Co.,9,2006,6,residential,472119,4275137,589003584
Atlantic City Electric Co.,9,2006,1,sales_for_resale,3882,5438164,329938600
